feature_name,family_id,literature_anchor,scale,raw_minmax,exposure,neighborhood,radius,scope,aggregation,source_reference,implementation_version,spec_hash
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_FV,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_FV,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_FV,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_FV,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,MAX,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,SUM,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,HEAVY,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,MAX,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,SUM,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,LIGHT,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,MAX,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,SUM,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,ALL_CDR,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,MAX,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,SUM,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,H_CDR3,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,MAX,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,SUM,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,Q90,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,Q95,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,5.0,L_CDR3,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,04db073e10afbbc3
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_FV,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,HEAVY,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,LIGHT,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,ALL_CDR,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,H_CDR3,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__MAX,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,MAX,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__SUM,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,SUM,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__Q90,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,Q90,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__Q95,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,Q95,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__TOP3_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,TOP3_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__TOP5_MEAN,HSP_MEEK_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0,False,MEEK,RAW,TOTAL_RASA_TIEN,CENTROID,6.0,L_CDR3,TOP5_MEAN,generic_spatial_factory_v1,HSP_v1,3c45db7c357b9284
